port,iteration,duration_sec,ts_utc
8106,3,0.014060468412935734,2025-05-31T13:00:23.368557
8113,3,0.01390325278043747,2025-05-31T13:00:23.368562
8108,3,0.013551471754908562,2025-05-31T13:00:23.368568
8109,3,0.013401307165622711,2025-05-31T13:00:23.368574
8110,3,0.016301988624036312,2025-05-31T13:00:23.369386
8114,4,0.008794628083705902,2025-05-31T13:00:23.378754
8105,4,0.008921771310269833,2025-05-31T13:00:23.378772
8111,4,0.01144484244287014,2025-05-31T13:00:23.379385
8102,4,0.009365703910589218,2025-05-31T13:00:23.379396
8104,4,0.010361909866333008,2025-05-31T13:00:23.379600
8107,4,0.010144785977900028,2025-05-31T13:00:23.379610
8115,4,0.00997364055365324,2025-05-31T13:00:23.379618
8103,4,0.0101189985871315,2025-05-31T13:00:23.379624
8112,4,0.010072662495076656,2025-05-31T13:00:23.379631
8106,4,0.009853985160589218,2025-05-31T13:00:23.379637
8110,4,0.009362906217575073,2025-05-31T13:00:23.379643
8101,4,0.010011095553636551,2025-05-31T13:00:23.379654
8113,4,0.009851042181253433,2025-05-31T13:00:23.379659
8100,4,0.009989743120968342,2025-05-31T13:00:23.379664
8108,4,0.010251005180180073,2025-05-31T13:00:23.380397
8109,4,0.010209094732999802,2025-05-31T13:00:23.380406
8114,5,0.012110232375562191,2025-05-31T13:00:23.395418
8111,5,0.011926475912332535,2025-05-31T13:00:23.395469
8102,5,0.011917827650904655,2025-05-31T13:00:23.395501
8105,5,0.012188673950731754,2025-05-31T13:00:23.395529
8104,5,0.013060513883829117,2025-05-31T13:00:23.396759
8115,5,0.012992508709430695,2025-05-31T13:00:23.396776
8110,5,0.012798188254237175,2025-05-31T13:00:23.396791
8103,5,0.013050022535026073,2025-05-31T13:00:23.396806
8107,5,0.015812797471880913,2025-05-31T13:00:23.397326
8112,5,0.015698115341365337,2025-05-31T13:00:23.397343
8113,5,0.015519840642809868,2025-05-31T13:00:23.397357
8101,5,0.015657839365303516,2025-05-31T13:00:23.397375
8106,5,0.015854286961257458,2025-05-31T13:00:23.397388
8100,5,0.015683203004300594,2025-05-31T13:00:23.397402
8109,5,0.015320105478167534,2025-05-31T13:00:23.397415
8108,5,0.01547932904213667,2025-05-31T13:00:23.397427
8114,6,0.013162683695554733,2025-05-31T13:00:23.410927
8111,6,0.013006395660340786,2025-05-31T13:00:23.410945
8102,6,0.01292865164577961,2025-05-31T13:00:23.410952
8105,6,0.012837729416787624,2025-05-31T13:00:23.410959
8104,6,0.014121144078671932,2025-05-31T13:00:23.411554
8115,6,0.014026062563061714,2025-05-31T13:00:23.411565
8110,6,0.013934128917753696,2025-05-31T13:00:23.411572
8103,6,0.01384259294718504,2025-05-31T13:00:23.411579
8107,6,0.013380443677306175,2025-05-31T13:00:23.411585
8112,6,0.0132841095328331,2025-05-31T13:00:23.411591
8113,6,0.013190858997404575,2025-05-31T13:00:23.411596
8101,6,0.013101834803819656,2025-05-31T13:00:23.411602
8106,6,0.013011936098337173,2025-05-31T13:00:23.411609
8100,6,0.0127768749371171,2025-05-31T13:00:23.411615
8109,6,0.012680028565227985,2025-05-31T13:00:23.411621
8108,6,0.012588011100888252,2025-05-31T13:00:23.411627
8114,7,0.012944990769028664,2025-05-31T13:00:23.425040
8102,7,0.012796641327440739,2025-05-31T13:00:23.425059
8105,7,0.012753915041685104,2025-05-31T13:00:23.425068
8111,7,0.012921919114887714,2025-05-31T13:00:23.425075
8104,7,0.013337865471839905,2025-05-31T13:00:23.426325
8103,7,0.013154515996575356,2025-05-31T13:00:23.426338
8115,7,0.013311843387782574,2025-05-31T13:00:23.426345
8107,7,0.013122529722750187,2025-05-31T13:00:23.426351
8101,7,0.012937027029693127,2025-05-31T13:00:23.426357
8112,7,0.013715839944779873,2025-05-31T13:00:23.427270
8113,7,0.013667062856256962,2025-05-31T13:00:23.427284
8106,7,0.014129743911325932,2025-05-31T13:00:23.427575
8100,7,0.013996140100061893,2025-05-31T13:00:23.427585
8109,7,0.013952777720987797,2025-05-31T13:00:23.427592
8108,7,0.013913914561271667,2025-05-31T13:00:23.427598
8110,7,0.016812950372695923,2025-05-31T13:00:23.429496
8114,8,0.009539180435240269,2025-05-31T13:00:23.435764
8105,8,0.009385683573782444,2025-05-31T13:00:23.435778
8104,8,0.009699585847556591,2025-05-31T13:00:23.437945
8115,8,0.009497263468801975,2025-05-31T13:00:23.437959
8107,8,0.009428105317056179,2025-05-31T13:00:23.437967
8101,8,0.009366607293486595,2025-05-31T13:00:23.437974
8103,8,0.00997795071452856,2025-05-31T13:00:23.438734
8106,8,0.010086390189826488,2025-05-31T13:00:23.439157
8100,8,0.010033923201262951,2025-05-31T13:00:23.439176
8112,8,0.010628749616444111,2025-05-31T13:00:23.439189
8113,8,0.010574311949312687,2025-05-31T13:00:23.439199
8102,8,0.012493308633565903,2025-05-31T13:00:23.439209
8109,8,0.010695202276110649,2025-05-31T13:00:23.440507
8108,8,0.010643299669027328,2025-05-31T13:00:23.440528
8111,8,0.013515985570847988,2025-05-31T13:00:23.441270
8110,8,0.011489739641547203,2025-05-31T13:00:23.442429
8114,9,0.013419028371572495,2025-05-31T13:00:23.450831
8105,9,0.013349399901926517,2025-05-31T13:00:23.450850
8104,9,0.012479615397751331,2025-05-31T13:00:23.452139
8101,9,0.01226038858294487,2025-05-31T13:00:23.452155
8115,9,0.012423566542565823,2025-05-31T13:00:23.452163
8107,9,0.013603925704956055,2025-05-31T13:00:23.453325
8106,9,0.01262521743774414,2025-05-31T13:00:23.453337
8100,9,0.012502352707087994,2025-05-31T13:00:23.453344
8103,9,0.013233013451099396,2025-05-31T13:00:23.453351
8102,9,0.01190510205924511,2025-05-31T13:00:23.453357
8112,9,0.01352706365287304,2025-05-31T13:00:23.454096
8113,9,0.013172916136682034,2025-05-31T13:00:23.454107
8108,9,0.01228906400501728,2025-05-31T13:00:23.454114
8109,9,0.012431533075869083,2025-05-31T13:00:23.454120
8111,9,0.011641399003565311,2025-05-31T13:00:23.454126
8110,9,0.014403319917619228,2025-05-31T13:00:23.459367
8105,10,0.011913256719708443,2025-05-31T13:00:23.464496
8114,10,0.012096614576876163,2025-05-31T13:00:23.464519
8104,10,0.011533424258232117,2025-05-31T13:00:23.465764
8101,10,0.011481079272925854,2025-05-31T13:00:23.465783
8115,10,0.01144882570952177,2025-05-31T13:00:23.465799
8100,10,0.012056607753038406,2025-05-31T13:00:23.467556
8107,10,0.012249702587723732,2025-05-31T13:00:23.467576
8102,10,0.012011265382170677,2025-05-31T13:00:23.467592
8106,10,0.012243829667568207,2025-05-31T13:00:23.467606
8103,10,0.012149540707468987,2025-05-31T13:00:23.467620
8112,10,0.0134117491543293,2025-05-31T13:00:23.469395
8108,10,0.013194171711802483,2025-05-31T13:00:23.469414
8113,10,0.013355539180338383,2025-05-31T13:00:23.469422
8109,10,0.013180839829146862,2025-05-31T13:00:23.469430
8111,10,0.01415376178920269,2025-05-31T13:00:23.470265
8110,10,0.01443017553538084,2025-05-31T13:00:23.477053
8101,11,0.015061560086905956,2025-05-31T13:00:23.484839
8105,11,0.015888425521552563,2025-05-31T13:00:23.484890
8104,11,0.015298360027372837,2025-05-31T13:00:23.484926
8115,11,0.0150930006057024,2025-05-31T13:00:23.484959
8114,11,0.01589044649153948,2025-05-31T13:00:23.484989
8100,11,0.01675581280142069,2025-05-31T13:00:23.489390
8107,11,0.016733200289309025,2025-05-31T13:00:23.489451
8106,11,0.016596656292676926,2025-05-31T13:00:23.489499
8102,11,0.01680726557970047,2025-05-31T13:00:23.489543
8103,11,0.016662808135151863,2025-05-31T13:00:23.489585
8108,11,0.01987410243600607,2025-05-31T13:00:23.492113
8112,11,0.020112083293497562,2025-05-31T13:00:23.492132
8113,11,0.019891667179763317,2025-05-31T13:00:23.492148
8109,11,0.0199356684461236,2025-05-31T13:00:23.492163
8111,11,0.021933628246188164,2025-05-31T13:00:23.493871
8110,11,0.021425548009574413,2025-05-31T13:00:23.501043
8101,12,0.016629427671432495,2025-05-31T13:00:23.503489
8105,12,0.0163269629701972,2025-05-31T13:00:23.503512
8104,12,0.016067177057266235,2025-05-31T13:00:23.503521
8115,12,0.016255466267466545,2025-05-31T13:00:23.504016
8114,12,0.015988066792488098,2025-05-31T13:00:23.504027
8100,12,0.012667340226471424,2025-05-31T13:00:23.504628
8107,12,0.012566913850605488,2025-05-31T13:00:23.504641
8106,12,0.012470876798033714,2025-05-31T13:00:23.504650
8102,12,0.012378965504467487,2025-05-31T13:00:23.504657
8103,12,0.01228262484073639,2025-05-31T13:00:23.504663
8108,12,0.011773733422160149,2025-05-31T13:00:23.505812
8112,12,0.011668908409774303,2025-05-31T13:00:23.505827
8113,12,0.011571124196052551,2025-05-31T13:00:23.505835
8109,12,0.012156530283391476,2025-05-31T13:00:23.507067
8111,12,0.01260894164443016,2025-05-31T13:00:23.508081
8110,12,0.013563472777605057,2025-05-31T13:00:23.518600
8101,13,0.01993036549538374,2025-05-31T13:00:23.527450
8105,13,0.023780757561326027,2025-05-31T13:00:23.530121
8104,13,0.023844409734010696,2025-05-31T13:00:23.530141
8115,13,0.023460173048079014,2025-05-31T13:00:23.530157
8114,13,0.023493217304348946,2025-05-31T13:00:23.530171
8100,13,0.024313822388648987,2025-05-31T13:00:23.531062
8107,13,0.02427510265260935,2025-05-31T13:00:23.531082
8106,13,0.024235435761511326,2025-05-31T13:00:23.531097
8102,13,0.024194744415581226,2025-05-31T13:00:23.531112
8103,13,0.02416023425757885,2025-05-31T13:00:23.531126
8108,13,0.023479084484279156,2025-05-31T13:00:23.532052
8112,13,0.02339091617614031,2025-05-31T13:00:23.532070
8113,13,0.023333977907896042,2025-05-31T13:00:23.532084
8109,13,0.023770186118781567,2025-05-31T13:00:23.532976
8111,13,0.025380649603903294,2025-05-31T13:00:23.534802
8110,13,0.020995008759200573,2025-05-31T13:00:23.542987
8101,14,0.013957048766314983,2025-05-31T13:00:23.545137
8105,14,0.014663676731288433,2025-05-31T13:00:23.548454
8104,14,0.014593122527003288,2025-05-31T13:00:23.548484
8115,14,0.014522900804877281,2025-05-31T13:00:23.548499
8114,14,0.014471634291112423,2025-05-31T13:00:23.548510
8100,14,0.01399630680680275,2025-05-31T13:00:23.548522
8106,14,0.016881462186574936,2025-05-31T13:00:23.549985
8107,14,0.017039118334650993,2025-05-31T13:00:23.550010
8108,14,0.016043435782194138,2025-05-31T13:00:23.550021
8112,14,0.015959497541189194,2025-05-31T13:00:23.550032
8103,14,0.016804476268589497,2025-05-31T13:00:23.550042
8102,14,0.016953472048044205,2025-05-31T13:00:23.550052
8113,14,0.015951569192111492,2025-05-31T13:00:23.550062
8109,14,0.015098551288247108,2025-05-31T13:00:23.550072
8111,14,0.015068099834024906,2025-05-31T13:00:23.551729
8101,15,0.013202889822423458,2025-05-31T13:00:23.559772
8100,15,0.010344416834414005,2025-05-31T13:00:23.560906
8105,15,0.010900426656007767,2025-05-31T13:00:23.560930
8104,15,0.010791248641908169,2025-05-31T13:00:23.560946
8115,15,0.011351320892572403,2025-05-31T13:00:23.563003
8114,15,0.011268896982073784,2025-05-31T13:00:23.563023
8106,15,0.012645362876355648,2025-05-31T13:00:23.564193
8107,15,0.01255782600492239,2025-05-31T13:00:23.564213
8108,15,0.012493256479501724,2025-05-31T13:00:23.564229
8112,15,0.012434130534529686,2025-05-31T13:00:23.564244
8103,15,0.012377767823636532,2025-05-31T13:00:23.564259
8102,15,0.012086552567780018,2025-05-31T13:00:23.564273
8109,15,0.011909292079508305,2025-05-31T13:00:23.564287
8113,15,0.012050959281623363,2025-05-31T13:00:23.564300
8110,14,0.020011376589536667,2025-05-31T13:00:23.564313
8111,15,0.012039180845022202,2025-05-31T13:00:23.565950
8101,16,0.011728120036423206,2025-05-31T13:00:23.573392
8100,16,0.010826236568391323,2025-05-31T13:00:23.575283
8115,16,0.009991795755922794,2025-05-31T13:00:23.575306
8105,16,0.01162607129663229,2025-05-31T13:00:23.576791
8104,16,0.011546988040208817,2025-05-31T13:00:23.576812
8114,16,0.010831814259290695,2025-05-31T13:00:23.576820
8106,16,0.010774985887110233,2025-05-31T13:00:23.577279
8107,16,0.010695496574044228,2025-05-31T13:00:23.577291
8108,16,0.010622660629451275,2025-05-31T13:00:23.577300
8112,16,0.01189797930419445,2025-05-31T13:00:23.577989
8109,16,0.01158724445849657,2025-05-31T13:00:23.578002
8103,16,0.011835120618343353,2025-05-31T13:00:23.578011
8102,16,0.011745525524020195,2025-05-31T13:00:23.578019
8113,16,0.01151446346193552,2025-05-31T13:00:23.578027
8111,16,0.01154196448624134,2025-05-31T13:00:23.579462
8110,15,0.012549852021038532,2025-05-31T13:00:23.579491
8101,17,0.02071112673729658,2025-05-31T13:00:23.598257
8100,17,0.020027365535497665,2025-05-31T13:00:23.599540
8115,17,0.021653536707162857,2025-05-31T13:00:23.600995
8114,17,0.021203377284109592,2025-05-31T13:00:23.601019
8105,17,0.021403544582426548,2025-05-31T13:00:23.601035
8104,17,0.021356569603085518,2025-05-31T13:00:23.601051
8108,17,0.021703403443098068,2025-05-31T13:00:23.602167
8106,17,0.02191004529595375,2025-05-31T13:00:23.602190
8107,17,0.02185983397066593,2025-05-31T13:00:23.602207
8109,17,0.02270638942718506,2025-05-31T13:00:23.603863
8112,17,0.022858157753944397,2025-05-31T13:00:23.603901
8103,17,0.02271315921097994,2025-05-31T13:00:23.603922
8102,17,0.02267733495682478,2025-05-31T13:00:23.603939
8113,17,0.022642177529633045,2025-05-31T13:00:23.603957
8111,17,0.02373811323195696,2025-05-31T13:00:23.606834
8110,16,0.023604978807270527,2025-05-31T13:00:23.606878
8101,18,0.028392750769853592,2025-05-31T13:00:23.629689
8100,18,0.029059589840471745,2025-05-31T13:00:23.632711
8115,18,0.028471415862441063,2025-05-31T13:00:23.632748
8114,18,0.028369758278131485,2025-05-31T13:00:23.632776
8105,18,0.031019365414977074,2025-05-31T13:00:23.636453
8104,18,0.03093974944204092,2025-05-31T13:00:23.636486
8112,18,0.027987324632704258,2025-05-31T13:00:23.636503
8107,18,0.029461592435836792,2025-05-31T13:00:23.636519
8106,18,0.029848837293684483,2025-05-31T13:00:23.636533
8108,18,0.031730229035019875,2025-05-31T13:00:23.638010
8109,18,0.030079040676355362,2025-05-31T13:00:23.638039
8113,18,0.03092376608401537,2025-05-31T13:00:23.638715
8103,18,0.031423293985426426,2025-05-31T13:00:23.638739
8102,18,0.031233268789947033,2025-05-31T13:00:23.638757
8111,18,0.02817343268543482,2025-05-31T13:00:23.638778
8110,17,0.02785530500113964,2025-05-31T13:00:23.638794
8101,19,0.02810096926987171,2025-05-31T13:00:23.662894
8100,19,0.029092684388160706,2025-05-31T13:00:23.668247
8115,19,0.02899952605366707,2025-05-31T13:00:23.668312
8114,19,0.028869491070508957,2025-05-31T13:00:23.668342
8112,19,0.030980675481259823,2025-05-31T13:00:23.672589
8105,19,0.031459491699934006,2025-05-31T13:00:23.672624
8104,19,0.03133487608283758,2025-05-31T13:00:23.672642
8107,19,0.031060741282999516,2025-05-31T13:00:23.672659
8106,19,0.030966338701546192,2025-05-31T13:00:23.672674
8108,19,0.034423790872097015,2025-05-31T13:00:23.674554
8109,19,0.034288679249584675,2025-05-31T13:00:23.674582
8113,19,0.032821184024214745,2025-05-31T13:00:23.674600
8103,19,0.032609848305583,2025-05-31T13:00:23.674615
8102,19,0.032432266511023045,2025-05-31T13:00:23.674632
8111,19,0.03227619454264641,2025-05-31T13:00:23.674647
8110,18,0.032121495343744755,2025-05-31T13:00:23.674662
8101,20,0.02049117535352707,2025-05-31T13:00:23.687340
8100,20,0.018184085376560688,2025-05-31T13:00:23.689252
8115,20,0.01787629723548889,2025-05-31T13:00:23.689281
8114,20,0.017668360844254494,2025-05-31T13:00:23.689299
8112,20,0.015951418317854404,2025-05-31T13:00:23.692460
8105,20,0.015800307504832745,2025-05-31T13:00:23.692492
8104,20,0.015674536116421223,2025-05-31T13:00:23.692510
8107,20,0.015550256706774235,2025-05-31T13:00:23.692532
8106,20,0.018490245565772057,2025-05-31T13:00:23.694531
8113,20,0.01712964568287134,2025-05-31T13:00:23.694575
8109,20,0.017313837073743343,2025-05-31T13:00:23.694597
8108,20,0.01753430813550949,2025-05-31T13:00:23.694614
8103,20,0.017162181437015533,2025-05-31T13:00:23.694630
8102,20,0.017093797214329243,2025-05-31T13:00:23.694647
8110,19,0.01673006359487772,2025-05-31T13:00:23.694663
8111,20,0.017074644565582275,2025-05-31T13:00:23.694678
8101,21,0.043690286576747894,2025-05-31T13:00:23.734419
8100,21,0.04345965664833784,2025-05-31T13:00:23.736505
8115,21,0.043307689018547535,2025-05-31T13:00:23.736545
8114,21,0.04322513844817877,2025-05-31T13:00:23.736564
8112,21,0.043307721614837646,2025-05-31T13:00:23.739584
8107,21,0.04273503925651312,2025-05-31T13:00:23.739616
8105,21,0.04314493853598833,2025-05-31T13:00:23.739633
8104,21,0.042993140406906605,2025-05-31T13:00:23.739649
8106,21,0.044384272769093513,2025-05-31T13:00:23.742109
8113,21,0.04418966546654701,2025-05-31T13:00:23.742158
8109,21,0.04404459986835718,2025-05-31T13:00:23.742182
8108,21,0.04391945339739323,2025-05-31T13:00:23.742203
8103,21,0.04380791261792183,2025-05-31T13:00:23.742223
8102,21,0.04322529770433903,2025-05-31T13:00:23.742242
8110,20,0.043101778253912926,2025-05-31T13:00:23.742264
8111,21,0.04300826042890549,2025-05-31T13:00:23.742284
8101,22,0.029796005226671696,2025-05-31T13:00:23.770732
8115,22,0.028864669613540173,2025-05-31T13:00:23.770829
8100,22,0.029109514318406582,2025-05-31T13:00:23.770895
8114,22,0.028832297772169113,2025-05-31T13:00:23.770956
8112,22,0.030707182362675667,2025-05-31T13:00:23.776270
8107,22,0.030671916902065277,2025-05-31T13:00:23.776345
8105,22,0.030805788934230804,2025-05-31T13:00:23.776394
8104,22,0.030731714330613613,2025-05-31T13:00:23.776433
8106,22,0.03353344649076462,2025-05-31T13:00:23.782193
8113,22,0.03329841420054436,2025-05-31T13:00:23.782250
8108,22,0.0329502709209919,2025-05-31T13:00:23.782282
8109,22,0.03325507789850235,2025-05-31T13:00:23.782308
8111,22,0.03744121082127094,2025-05-31T13:00:23.785492
8110,21,0.037759232334792614,2025-05-31T13:00:23.785531
8103,22,0.03868239372968674,2025-05-31T13:00:23.785554
8102,22,0.038161574862897396,2025-05-31T13:00:23.785571
8115,23,0.03637712821364403,2025-05-31T13:00:23.812352
8114,23,0.0374235762283206,2025-05-31T13:00:23.813381
8101,23,0.03867938835173845,2025-05-31T13:00:23.813411
8100,23,0.03952805511653423,2025-05-31T13:00:23.814572
8112,23,0.03468602895736694,2025-05-31T13:00:23.814595
8107,23,0.03425957355648279,2025-05-31T13:00:23.814609
8105,23,0.03393414802849293,2025-05-31T13:00:23.814622
8104,23,0.03364354092627764,2025-05-31T13:00:23.814634
8113,23,0.030218426138162613,2025-05-31T13:00:23.816034
8108,23,0.03002029564231634,2025-05-31T13:00:23.816054
8109,23,0.029852576553821564,2025-05-31T13:00:23.816065
8106,23,0.03201129473745823,2025-05-31T13:00:23.818083
8111,23,0.03138698171824217,2025-05-31T13:00:23.818561
8110,22,0.03119051270186901,2025-05-31T13:00:23.818575
8103,23,0.031056194566190243,2025-05-31T13:00:23.818584
8102,23,0.03093661367893219,2025-05-31T13:00:23.818592
8115,24,0.015046943910419941,2025-05-31T13:00:23.830885
8114,24,0.01516660861670971,2025-05-31T13:00:23.832269
8101,24,0.015036461874842644,2025-05-31T13:00:23.832319
8107,24,0.015948934480547905,2025-05-31T13:00:23.834266
8112,24,0.016105234622955322,2025-05-31T13:00:23.834319
8100,24,0.01627779472619295,2025-05-31T13:00:23.834372
8105,24,0.01595818344503641,2025-05-31T13:00:23.834412
8104,24,0.015870352275669575,2025-05-31T13:00:23.834447
8113,24,0.015203790739178658,2025-05-31T13:00:23.837344
8109,24,0.017002401873469353,2025-05-31T13:00:23.839039
8108,24,0.01721233781427145,2025-05-31T13:00:23.839105
8106,24,0.019095069728791714,2025-05-31T13:00:23.842684
8110,23,0.023746078833937645,2025-05-31T13:00:23.843483
8111,24,0.023878010921180248,2025-05-31T13:00:23.843505
8103,24,0.023710419423878193,2025-05-31T13:00:23.843515
8102,24,0.023652011528611183,2025-05-31T13:00:23.843523
8115,25,0.03071778267621994,2025-05-31T13:00:23.867824
8101,25,0.030844472348690033,2025-05-31T13:00:23.869547
8114,25,0.03440593369305134,2025-05-31T13:00:23.874238
8107,25,0.03253528568893671,2025-05-31T13:00:23.874306
8112,25,0.03224317356944084,2025-05-31T13:00:23.874344
8100,25,0.03196339588612318,2025-05-31T13:00:23.874394
8105,25,0.03164971340447664,2025-05-31T13:00:23.874424
8113,25,0.029745526611804962,2025-05-31T13:00:23.874509
8109,25,0.03217003680765629,2025-05-31T13:00:23.878079
8106,25,0.03175667207688093,2025-05-31T13:00:23.878138
8108,25,0.03224997781217098,2025-05-31T13:00:23.878169
8104,25,0.0379610862582922,2025-05-31T13:00:23.878199
8110,24,0.03459649998694658,2025-05-31T13:00:23.884051
8111,25,0.03897021617740393,2025-05-31T13:00:23.886411
8103,25,0.038960834965109825,2025-05-31T13:00:23.886466
8102,25,0.03895802702754736,2025-05-31T13:00:23.886486
8115,26,0.030645365826785564,2025-05-31T13:00:23.902171
8114,26,0.02717101015150547,2025-05-31T13:00:23.904656
8101,26,0.02875903807580471,2025-05-31T13:00:23.904685
8105,26,0.026155286468565464,2025-05-31T13:00:23.904701
8100,26,0.02642993815243244,2025-05-31T13:00:23.904715
8107,26,0.027057780884206295,2025-05-31T13:00:23.904728
8112,26,0.026851488277316093,2025-05-31T13:00:23.904741
8113,26,0.02619616687297821,2025-05-31T13:00:23.904753
8104,26,0.02231660485267639,2025-05-31T13:00:23.906599
8109,26,0.02388081233948469,2025-05-31T13:00:23.906620
8108,26,0.02266719751060009,2025-05-31T13:00:23.906633
8106,26,0.024722672067582607,2025-05-31T13:00:23.908517
8110,25,0.020765841007232666,2025-05-31T13:00:23.908539
8111,26,0.02140630967915058,2025-05-31T13:00:23.910131
8102,26,0.0210510129109025,2025-05-31T13:00:23.910162
8103,26,0.021241385489702225,2025-05-31T13:00:23.910177
8115,27,0.018263922072947025,2025-05-31T13:00:23.923711
8114,27,0.01768231950700283,2025-05-31T13:00:23.926415
8105,27,0.017378362827003002,2025-05-31T13:00:23.926441
8107,27,0.01821504533290863,2025-05-31T13:00:23.927348
8101,27,0.018663868308067322,2025-05-31T13:00:23.927390
8100,27,0.01840281393378973,2025-05-31T13:00:23.927409
8112,27,0.018206564709544182,2025-05-31T13:00:23.927424
8113,27,0.02063293568789959,2025-05-31T13:00:23.928739
8104,27,0.019329202361404896,2025-05-31T13:00:23.928760
8109,27,0.019221989437937737,2025-05-31T13:00:23.928773
8108,27,0.01914647687226534,2025-05-31T13:00:23.928784
8106,27,0.019576161168515682,2025-05-31T13:00:23.930290
8110,26,0.019430634565651417,2025-05-31T13:00:23.930306
8111,27,0.019258620217442513,2025-05-31T13:00:23.931548
8102,27,0.020272797904908657,2025-05-31T13:00:23.932423
8103,27,0.0198618583381176,2025-05-31T13:00:23.932436
8105,28,0.012099639512598515,2025-05-31T13:00:23.941593
8114,28,0.012373827397823334,2025-05-31T13:00:23.941610
8115,28,0.013355972245335579,2025-05-31T13:00:23.941619
8107,28,0.012470643036067486,2025-05-31T13:00:23.942285
8112,28,0.012109218165278435,2025-05-31T13:00:23.942298
8104,28,0.012456176802515984,2025-05-31T13:00:23.942750
8101,28,0.013314171694219112,2025-05-31T13:00:23.942762
8100,28,0.013218503445386887,2025-05-31T13:00:23.942769
8113,28,0.012646551243960857,2025-05-31T13:00:23.942776
8108,28,0.012346019968390465,2025-05-31T13:00:23.942782
8109,28,0.012467470020055771,2025-05-31T13:00:23.942789
8106,28,0.011587727814912796,2025-05-31T13:00:23.943518
8110,27,0.011955399066209793,2025-05-31T13:00:23.943973
8111,28,0.012145211920142174,2025-05-31T13:00:23.945497
8102,28,0.012605338357388973,2025-05-31T13:00:23.946698
8103,28,0.012547524645924568,2025-05-31T13:00:23.946715
8105,29,0.011328872293233871,2025-05-31T13:00:23.955015
8114,29,0.01125313900411129,2025-05-31T13:00:23.955031
8115,29,0.011195056140422821,2025-05-31T13:00:23.955039
8107,29,0.012520168907940388,2025-05-31T13:00:23.956111
8104,29,0.012062991969287395,2025-05-31T13:00:23.956124
8112,29,0.012471822090446949,2025-05-31T13:00:23.956130
8113,29,0.011863300576806068,2025-05-31T13:00:23.956137
8100,29,0.011957167647778988,2025-05-31T13:00:23.956143
8101,29,0.012051660567522049,2025-05-31T13:00:23.956148
8109,29,0.012332753278315067,2025-05-31T13:00:23.956893
8108,29,0.012425510212779045,2025-05-31T13:00:23.956905
8106,29,0.012292889878153801,2025-05-31T13:00:23.957195
8110,28,0.01152881607413292,2025-05-31T13:00:23.957205
8111,29,0.010991106741130352,2025-05-31T13:00:23.957926
8102,29,0.011668522842228413,2025-05-31T13:00:23.960217
8103,29,0.011571275070309639,2025-05-31T13:00:23.960240
8105,30,0.009947111830115318,2025-05-31T13:00:23.966199
8114,30,0.010278579778969288,2025-05-31T13:00:23.967573
